expert,profile_url,post_count_for_expert,post_rank,author_name,author_public_identifier,posted_at,posted_ago,post_url,feed_url,likes,comments,shares,content_chars,post_format,has_image,is_repost,content_signal,post_id,content,author_info
John Barrows,https://www.linkedin.com/in/johnbarrows/,15,8,John Barrows,johnbarrows,2026-06-10,2w,https://www.linkedin.com/posts/johnbarrows_makeithappen-sales-prospecting-activity-7470490922867392512-YcLJ,https://www.linkedin.com/feed/update/urn:li:share:7470490921667743744,42,19,1,1734,image,True,False,cold email; sales training; pipeline/building demand,7470490922867392512,"Personalization at scale is an oxymoron. When everyone is using AI to personalize, the noise goes up., not the bar. I'm seeing it everywhere right now. Inboxes are flooded with AI-generated emails that all sound the same. ""I noticed your company recently..."" followed by a paragraph that could've been written to anyone. The reps who are still getting responses aren't personalizing more. They're being more relevant. There's a difference. Personalization is finding a common trigger event or commonality to use to reach out to someone. Relevance is knowing what challenges or opportunities that trigger event causes for the person your reaching out to and why your solution matters now. I'm running a free live workshop next week on executing quality outreach, both email and phone, in a world drowning in AI slop. I'm going to break down: - What quality outreach actually looks like in 2026 - How to structure emails and calls that get responses - How to use AI for research and prep without outsourcing your thinking - The difference between Tier 1, Tier 2, and Tier 3 approaches I'm also going to be sharing AI Prompt Packs for creating quality email and phone outreach that you can use in whatever AI tool you prefer. You have to show up live to get them though since there will be no recording or replay for now JB Sales Members. I've partnered up with Insightly CRM by Unbounce on this one as a sponsor because none of this works if your data lives in spreadsheets and your head. You need a system and Insightly's system is one of the best I've seen for teams in the 10-500 range. Register here: https://lnkd.in/egz2bVts If you're willing to put in the effort, I can show you the approach. #MakeItHappen #sales #prospecting #AI","Helping sales leaders replace or rebuild their teams for the AI era | Founder, JB Sales | 3x LinkedIn Top Voice"
John Barrows,https://www.linkedin.com/in/johnbarrows/,15,9,John Barrows,johnbarrows,2026-06-05,3w,https://www.linkedin.com/posts/johnbarrows_incoming-rant-i-recorded-this-2-weeks-ago-activity-7468699118647787520-CPbU,https://www.linkedin.com/feed/update/urn:li:ugcPost:7468698459328516096,197,107,6,1432,text,False,False,AI/sales tech,7468699118647787520,"Incoming rant! I recorded this 2 weeks ago after I attended RevFest (which was awesome btw) and debated on whether or not to post it but I just watched it again and still feel the same way. It’s a little longer than usually and I ramble a bit but it’s exactly what I’m seeing the issues are in today’s GTM orgs. What made me do the video was when one of the presenters asked about how many Enablement people were in the room. Only a few hands went up but I heard a few boooos in the crowd and then the presenter went on to inferred that Enablement wasn’t as necessary with all the AI now. I wasn’t the only one who heard it either and I had multiple conversation with people after who felt the same way I did about it. Don’t get me wrong, there is plenty of bad enablement out there but all the tech, insights and processes in the world don’t matter if the Sales rep doesn’t have the skills to leverage them in a conversation. I see Enablement as the connective tissue of all of it from a human perspective. This isn’t a one vs the other issue, it’s an ALL issue. Companies that are still siloed or who think one department is more important than another than the other are going to fail and fail hard. If we’re not all working together from a GTM standpoint we’re all going to lose. The ones who are aligned and respect what the other brings to the table will be the ones who excel and thrive in this new world we’re all living in.","Helping sales leaders replace or rebuild their teams for the AI era | Founder, JB Sales | 3x LinkedIn Top Voice"
John Barrows,https://www.linkedin.com/in/johnbarrows/,15,10,John Barrows,johnbarrows,2026-06-05,3w,https://www.linkedin.com/posts/johnbarrows_what-does-mentorship-mean-to-you-i-was-activity-7468633394038517760-jQmS,https://www.linkedin.com/feed/update/urn:li:ugcPost:7468633283095089153,29,18,1,1761,text,False,False,sales training; leadership/career; negotiation/closing,7468633394038517760,"What does mentorship mean to you? I was always a bit uneasy having ""A"" mentor. I looked/look for different people who had specific traits that I admired and wanted to learn from. Mentorship doesn't have to be a formal thing and you don't have to be in a leadership role to be a mentor. As a matter of fact, most of the people that I would consider mentors don't even know they are one to me. If there is one that I would highlight, it's my now good friend, Jeff Hoffman. When I was 23 years old leading sales for my first start up and kicking the sh-t out of all our competition, I thought I was the best sales rep out there. The I went to a public sales training workshop that Jeff was presenting at and realized I wasn't close. Without him knowing it, he inspired me to be better. Later on I ended up working for him at Basho and continuing to learn from him. I don't think he knew it at the time but I was paying attention to absolutely everything he did. Now, years later, I still consider him a mentor but now much more of a friend. I share this story because I was reminded of it after having a fantastic conversation with Colleen Stanley, CEO on this week's episode of the Make it Happen Monday podcast. Colleen is an expert in emotional intelligence and mentorship in sales and sales leadership. We talked how mentorship is more important now than ever and how companies don't necessarily need to have a formal mentor program but they need to build a culture of mentorship. We also talked about EQ and how to train and develop it which I think is more important than ever now that IQ is a commodity. Take a listen to the clip below and listen to the full podcast wherever you get yours. What does mentorship mean to you and who do you consider a mentor?","Helping sales leaders replace or rebuild their teams for the AI era | Founder, JB Sales | 3x LinkedIn Top Voice"
John Barrows,https://www.linkedin.com/in/johnbarrows/,15,11,John Barrows,johnbarrows,2026-06-03,3w,https://www.linkedin.com/posts/johnbarrows_35-reduction-in-discounting-doesnt-seem-activity-7468008488825434112-Ph53,https://www.linkedin.com/feed/update/urn:li:share:7468008487986282496,41,18,0,337,image,True,False,sales training,7468008488825434112,"3.5% reduction in discounting doesn't seem like a lot.....but when you add it all up it makes a SIGNIFICANT impact. This is what happens when companies invest in training and do the work to implement and reinforce it. If you willing to put in the work and not just ""check the box"" for training to say you've invested in your team, DM me.","Helping sales leaders replace or rebuild their teams for the AI era | Founder, JB Sales | 3x LinkedIn Top Voice"
John Barrows,https://www.linkedin.com/in/johnbarrows/,15,12,John Barrows,johnbarrows,2026-06-02,3w,https://www.linkedin.com/posts/johnbarrows_last-quarter-the-emea-sdr-team-at-perk-started-activity-7467559083819089920-JumZ,https://www.linkedin.com/feed/update/urn:li:ugcPost:7467559082904854528,25,9,0,1605,repost,False,True,sales training; leadership/career,7467559083819089920,"I know reposting usually kills engagement but I didn't see this post when it originally went out so I'm going to share it regardless. The reason I want to share this is to highlight what good looks like from an Enablement standpoint, specifically when working with outside vendors like me. One of the more disheartening things I experience as an outside trainer is when I can tell the company is ""checking the box"" with training to show their team they've ""invested in them."" Leadership is rarely involved at any significant level, the managers barely do the prep work or half-ass it, Enablement is stuck in reactive mode, and there is no real discussion about integration, follow up or reinforcement. The Enablement team at Perk lead by Alice Cresswell did anything but ""check the box"" when I worked with them recently. They were actively engaged from minute one to ensure executive and management alignment, they coordinated all the managers before the onsite sessions so they knew what to expect and how to help coach towards the content, we discussed integration and reinforcement well before kicking anything off, they were actively engaged in EVERY session and worked tirelessly to make sure the training was reinforced after I left. These are the type of partnerships I dream of as an outside trainer/vendor. I always say that I live between the world of the ""give-a-sh-t"" factor and unconscious competence. I can't get you to care but when you do I will give you everything I have. It's obvious that Ally and her team give-a-sh-t and are making a real difference for the team at Perk. Thank you!!!","Helping sales leaders replace or rebuild their teams for the AI era | Founder, JB Sales | 3x LinkedIn Top Voice"
John Barrows,https://www.linkedin.com/in/johnbarrows/,15,13,John Barrows,johnbarrows,2026-06-01,3w,https://www.linkedin.com/posts/johnbarrows_i-need-some-help-starting-the-week-off-with-activity-7467211533253574656--llM,https://www.linkedin.com/feed/update/urn:li:share:7467211532372770816,117,150,1,1511,text,False,False,cold email; AI/sales tech; negotiation/closing,7467211533253574656,"I need some help starting the week off with some positivity. I spent the weekend with my cousin and his family after his mom (my aunt) passed away unexpectedly last week. Add that to the onslaught of negative news related to what's going on in our country and the world and all the AI doomsday talk and shit is heavy right now. Sometimes you need to force the positivity and that's what I'm hoping to do with this post. I'd love to hear some good news from people out there. Do me a favor and comment below about anything positive that has happened to you recently. Did you get a promotion, close a deal, get a response back from an email? Did someone hold the door for you at the coffeeshop this morning or smile at you for no reason? Did you get a text or a call from someone you haven't heard from in a while? Did you make a green light on your way to work? When things are negative in the world, it's easy for that lens to form so you only see the negative. Sometimes you need to force the positivity by looking for the small things that happen to us every day and many of us take for granted. Positivity is all around us if we look for it. At the end of all my podcast episodes I always say the same thing: ""go out there and make someone smile today because no matter how bad you think your day went, if you make someone smile today you know you had a good day and the world needs A LOT more of that right now."" Who or what has made you smile recently? P.S. PLEASE DO NOT USE AI TO WRITE A COMMENT ON THIS.","Helping sales leaders replace or rebuild their teams for the AI era | Founder, JB Sales | 3x LinkedIn Top Voice"
John Barrows,https://www.linkedin.com/in/johnbarrows/,15,14,John Barrows,johnbarrows,2026-05-29,4w,https://www.linkedin.com/posts/johnbarrows_whats-more-important-right-now-in-sales-activity-7466167902405316608-M9lY,https://www.linkedin.com/feed/update/urn:li:ugcPost:7466167901528576000,44,52,0,617,text,False,False,AI/sales tech; discovery/qualification,7466167902405316608,"What's more important right now in Sales? Fundamentals or AI fluency? Sales fundamentals are things like communication, curiosity, questioning skills, emotional intelligence. The ability to understand another human being's problem and help them solve it. AI fluency means knowing how to use tools to research accounts in minutes, learn about industries and buyer personas faster than you ever could on your own, pressure-test your thinking, and get up to speed on complex topics without starting from scratch every time. Both matter. But if you had to pick ONE to invest in for your team right now, which would it be?","Helping sales leaders replace or rebuild their teams for the AI era | Founder, JB Sales | 3x LinkedIn Top Voice"
John Barrows,https://www.linkedin.com/in/johnbarrows/,15,15,John Barrows,johnbarrows,2026-05-28,4w,https://www.linkedin.com/posts/johnbarrows_makeithappen-activity-7465765578088042496-xq6k,https://www.linkedin.com/feed/update/urn:li:share:7465474788610985984,154,28,1,1749,image,True,False,cold email; sales training; pipeline/building demand,7465765578088042496,"For 25 years I've taught prospecting. The last few weeks I've been doing it myself, at scale, inside Claude. I built two outbound motions running entirely on Apollo.io's MCP connector, which puts the whole stack in one place. The data and execution meet me inside the AI I already use every day, and the friction of tab-switching is gone. Tier 1 targets ex-Salesforce VPs of Sales, people I have warm context with from training their old teams. Tier 2 is brand new. It's manufacturing-specific, targeting VPs and Directors of Sales at industrial accounts where I have zero existing relationships. Pure cold outbound. The actual numbers, real and current: - TIER 1: 14.3% reply rate across 35 delivered contacts, with one demo booked in the first wave (industry cold-to-meeting average is 0.5-1.5%, mine is closer to 3%) - TIER 2 (eight days in): 20% open rate, 18% click rate, 54 contacts already worked through the sequence. Every morning the routine is the same. I open Claude, describe the next prospects I want to work, and Apollo's MCP pulls their data, verified emails, and recent triggers, then pushes them straight into the right sequence. The whole motion takes me about 20 minutes a day. I am not bringing up Apollo because they're a sponsor. I'm bringing up Apollo because the sequence that built these numbers runs through their MCP into Claude. The tool meets me where I already work instead of asking me to come to it. This is what AI as leverage, not a crutch, actually looks like. The framework still matters more than the tool, but when the tool shows up inside the AI you already use, the friction disappears and the numbers start to compound. Practicing the craft beats teaching the craft. Doing both is even better. #MakeItHappen","Helping sales leaders replace or rebuild their teams for the AI era | Founder, JB Sales | 3x LinkedIn Top Voice"
Sam McKenna,https://www.linkedin.com/in/samsalesli,15,1,Samantha McKenna,samsalesli,2026-06-26,3h,https://www.linkedin.com/posts/samsalesli_samsales-samsales-samsales-activity-7476288349184434176-rpgx,https://www.linkedin.com/feed/update/urn:li:share:7476288347787689984,48,24,3,565,image,True,False,events/keynotes,7476288349184434176,"Thrilled to be asked back by Revenue Brew, an arm of Morning Brew, for this event @ Rockefeller Center in NYC! I'll be kicking the morning off with the event's keynote, and will facilitate a chat with my dear friend and four-time client of #samsales, Kenny Scannell, Chief Revenue Officer of Otter.ai. You can find the details to join us here and use code SamSales (with caps) for 50% off your ticket - https://lnkd.in/eMNANsWw Now the second most important question: should #samsales host a happy hour the night before and where in the city should it be? #samsales","Founder @ #samsales l Sales + Cadences + Executive Branding on LinkedIn l Ex-LinkedIn l Keynote Speaker l 13 Sales Records l Early Stage Investor l Overly Enthusiastic l Swiss Dual Citizen l Creator, Show Me You Know Me®"
Sam McKenna,https://www.linkedin.com/in/samsalesli,15,2,Samantha McKenna,samsalesli,2026-06-25,1d,https://www.linkedin.com/posts/samsalesli_samsales-activity-7475893665782009856-Csn_,https://www.linkedin.com/feed/update/urn:li:ugcPost:7475893663827439617,184,62,0,1531,image,True,False,events/keynotes,7475893665782009856,"This week, I was honored to be the keynote for Gusto’s President’s Club in Cancun! A first for me and such a cool idea to give to their top performers. A few things I loved: - In addition to the larger Penny’s Club winners, this was their first time celebrating Penny’s Circle winners, who are 4x Club winners or top of their categories for last fiscal. - They created a market full of local goods and surprised each attendee with $150 to spend. - We facilitated a discussion with a handful of the winners to share super specific tactics on what made them successful this year. “Maintaining the BDR mindset” was a favorite share. - We agreed someone would corral those notes and host a webinar for all sellers to learn from what was shared. - One of their core values is Debate and Commit. Let’s debate change, perspective, etc and then commit to the plan moving forward. Such an awesome way to be heard and then problem solve an action plan. - The swag, the sweet gifts delivered to the room, and all the thoughtful words shared about their peers, their bosses, and the unseen work the leaders do each day. The authentcity and positive culture can really be felt, and not just in this room of gleeful top performers. I am a Gustomer, as is the lingo, and have had such a positive experience with the platform and service - was a full circle moment to be here. Congrats to all the winners - thanks for making me feel so welcome, and to our planning partners for being impossibly lovely to work with these last few months! #samsales","Founder @ #samsales l Sales + Cadences + Executive Branding on LinkedIn l Ex-LinkedIn l Keynote Speaker l 13 Sales Records l Early Stage Investor l Overly Enthusiastic l Swiss Dual Citizen l Creator, Show Me You Know Me®"
Sam McKenna,https://www.linkedin.com/in/samsalesli,15,3,Samantha McKenna,samsalesli,2026-06-24,1d,https://www.linkedin.com/posts/samsalesli_samsales-activity-7475640757425565696-w2el,https://www.linkedin.com/feed/update/urn:li:share:7475640754695081984,114,45,0,933,text,False,False,general sales/content,7475640757425565696,"The easiest way to get promoted isn't by doing good work and hoping you're seen. It's by having this conversation with your boss, their skip-level, and a peer or two: ""My hope is to be considered for xyz role when another one opens, and I'd be grateful for your feedback. Do you think I'm ready for the role now, or are their skill set gaps I can be working on over the next year to ensure I have the best shot at it? What can I do today to make sure I'm as strong of a candidate as I can be?"" Speak early and loudly about your goals, be open to what you have to work on, and ensure your sponsors and mentors are looped in, too, so they can keep their ears out and advocate for you as well. Bonus: you may not like or even trust the feedback you get from your leader, which is why those mentors and sponsors are key. They can either give you more grounded advice, or reinforce what you received, even if you didn't like it. #samsales","Founder @ #samsales l Sales + Cadences + Executive Branding on LinkedIn l Ex-LinkedIn l Keynote Speaker l 13 Sales Records l Early Stage Investor l Overly Enthusiastic l Swiss Dual Citizen l Creator, Show Me You Know Me®"
Sam McKenna,https://www.linkedin.com/in/samsalesli,15,4,Samantha McKenna,samsalesli,2026-06-23,3d,https://www.linkedin.com/posts/samsalesli_samsales-grammarlypartner-activity-7475209916199235585-XrPa,https://www.linkedin.com/feed/update/urn:li:share:7475209915523895296,55,34,0,1181,text,False,False,cold email; pipeline/building demand; leadership/career,7475209916199235585,"Chuck: Sam, you're amazing at demand generation! Sam: mmm...mmmhmm... (Googles: what...is...demand...generation...) In the early days of my career, I heard terms like the above that made no sense to me, as well as: EBIDTA Run rate Ratable ACV, NRR, TCV, MRR, you down with OPP? wait...I got distracted Infosec Cancellation for convenience SPIF Tranche deal LTV:CAC SQL, MQL, SAL, You get it. If you find yourself in the same spot, and with a ton of that language being specific to how you sell, check out how this small Grammarly tip you can use: Take the email you have drafted, drop it into Grammarly, and just ask: ""Does this make sense for the buyer persona or what can I add/recraft?"" ""I wrote this but want it to resonate with the CMO of this org - can you refine it for me?"" ""This feels like it was written at a 3rd grade level, can you level up the executive presence of it but without words that are casually used in business?"" What I love about the outcome is that I learn my new terminology, I make sure the content is right for my buyers, and Grammarly refines the text to help me think of how to level up one of my favorite things: writing. #samsales #GrammarlyPartner","Founder @ #samsales l Sales + Cadences + Executive Branding on LinkedIn l Ex-LinkedIn l Keynote Speaker l 13 Sales Records l Early Stage Investor l Overly Enthusiastic l Swiss Dual Citizen l Creator, Show Me You Know Me®"
Sam McKenna,https://www.linkedin.com/in/samsalesli,15,5,Samantha McKenna,samsalesli,2026-06-18,1w,https://www.linkedin.com/posts/samsalesli_samsales-samsales-activity-7473352808277184513-v4R0,https://www.linkedin.com/feed/update/urn:li:share:7473352807115337728,257,76,0,1073,image,True,False,leadership/career,7473352808277184513,"To the left of the Zoom screen I stare into every day are the final touches of my office coming together and full of sentimentality. Pictures of my mom and dad, and some of my favorite humans Awards won from over the years Wine and champagne bottles that were gifts for moments in my career Books I love + an Emily Post one given to me by my dear friend Jenna Pictures my grandmother painted of old family homes + her modeling for Dior when she was young A piece of art I splurged on during a solo trip to London, shortly after launching #samsales in 2019 Mementos of inside jokes like a corn candle (don't ask) and tiaras My Harry and Lloyd pop art figures - may I never grow up The grass cloth wallpaper and drapes bring me joy every day, too! And then there's the fluffy pile of mashed potatoes at the bottom left who races into my office every morning with the speed of ""did a hot inbound lead just arrive?!"", and promptly passes out all day. I love the messy sentimental chaos of it all. A little glimpse into what you can't see just outside the Zoom view. 🥰 #samsales","Founder @ #samsales l Sales + Cadences + Executive Branding on LinkedIn l Ex-LinkedIn l Keynote Speaker l 13 Sales Records l Early Stage Investor l Overly Enthusiastic l Swiss Dual Citizen l Creator, Show Me You Know Me®"
Sam McKenna,https://www.linkedin.com/in/samsalesli,15,6,Samantha McKenna,samsalesli,2026-06-17,1w,https://www.linkedin.com/posts/samsalesli_samsales-activity-7473057241894465536-WnYb,https://www.linkedin.com/feed/update/urn:li:share:7473057239117832192,199,57,2,1456,text,False,False,sales training; leadership/career; discovery/qualification,7473057241894465536,"I met my husband's friends for the first time in 2016 at a party. A BOLD choice for a third date, but I digress... We left and Ryan said, ""They LOVED you!"" As peachy as I occasionally am, I said, ""I know why - it's because I spent the night getting to know them and asking questions about their lives."" It's a super power of mine and while occasionally alarming to some, my love of asking questions has served me in my personal life, but so much so in sales. NPR did a great bit on the likeability of people who ask questions, but... ...how they are exponentially more likeable if they ask active listening questions. And, Forrester found that the number one thing B2B buyers want from their sellers is: Active listeners. Someone who asks a question, truly listens, and asks another based on the answer they heard (read: not one that is self-serving or qualifying). So, if we know that asking active listening questions makes us more likeable, and that people buy from people they like, more often than not, it's a home run for all our sellers. But the question is: where does it stack up on our training priorities? And have you considered the generational changes in how a 23 yr old communicates vs. a 53 yr old? It may come naturally to one and feel invasive to another. Seller, BDR, accountant, wealth manager, CSM...we can level up every person that engages with our buyers with just one tweak, and by teaching the art of great conversation. #samsales","Founder @ #samsales l Sales + Cadences + Executive Branding on LinkedIn l Ex-LinkedIn l Keynote Speaker l 13 Sales Records l Early Stage Investor l Overly Enthusiastic l Swiss Dual Citizen l Creator, Show Me You Know Me®"
Sam McKenna,https://www.linkedin.com/in/samsalesli,15,7,Samantha McKenna,samsalesli,2026-06-16,1w,https://www.linkedin.com/posts/samsalesli_samsales-lieb-activity-7472733454447656960-qif4,https://www.linkedin.com/feed/update/urn:li:ugcPost:7472733284138131457,74,27,0,2240,text,False,False,events/keynotes,7472733454447656960,"Why does a post with 50 likes get 10,000 impressions but one with 300 gets 5,000, and what's a critical practice we run for our LI Exec Branding clients with the former? The Math: Take your impressions and divide them by your likes. The output = your Dark Social Score. Baseline benchmark = 40 Our standard aim = 50 Dark Social optimal traction = 70 (and any nominal increase over that) 10,000 impressions / 50 likes = 200 DSS 🔥 5,000 impressions / 300 likes = 16 DSS 😢 So, why this disparity? It's in the type of post you share. The former tends to be pieces of content that shared something tactical, inspiring, actionable. The latter tends to be celebratory. The former gets lifted off of LI and shared in texts, Slack, etc. People show up (impression), read, look at your profile, and leave, all without engaging (hence the disparity). The latter is your network celebrating you which is why your engagement is high and impressions are low. ******************************* Why Dark Social Matters: You show up here for a reason: brand awareness. Most clients come to us to solve a few challenges: - Their company or CXOs are relatively unknown - Everyone knows their organization exists, but they're a large, faceless brand - They're working to be the thought leaders of their categories - the ones turned to each time by journalists and conference organizers. They show up to teach and for reach, and when that DSS sky rockets, it tells you that this is what your market is interested in, which is a data point to capitalize on. ******************************** The CRITICAL step to capitalizing on your posts and DSS: Operationalizing the GTM motions of your executives' brands. Here's one of a dozen plays we run: systemize the review of your profile views each week, and connect with bespoke messaging to the 2nd and 3rd degree connections that are in your target ICP. Not only will you systematically grow your network but you'll remove the gate that stood between them seeing your content the first time, you'll up the chances of them seeing the content again, and you'll create a drip campaign of content that they'll one day engage with, and will be seen by their network, full of people who look just like them. #samsales #LIEB","Founder @ #samsales l Sales + Cadences + Executive Branding on LinkedIn l Ex-LinkedIn l Keynote Speaker l 13 Sales Records l Early Stage Investor l Overly Enthusiastic l Swiss Dual Citizen l Creator, Show Me You Know Me®"
Sam McKenna,https://www.linkedin.com/in/samsalesli,15,8,Samantha McKenna,samsalesli,2026-06-15,1w,https://www.linkedin.com/posts/samsalesli_samsales-activity-7472334363393720321-hIrt,https://www.linkedin.com/feed/update/urn:li:share:7472334360692731904,98,46,0,1558,text,False,False,discovery/qualification,7472334363393720321,"Self-deprecating humor is something we know, but what about the self-deprecating postscript that builds client relationships and might even help you get promoted faster? Here's what I mean. When I make a mistake, you'll usually find me adding one extra layer that says, ""I know better."" Sam: Can we meet at 1pm or 2pmET? Buyer: Sure, what day though? Sam: Ah, the date would be helpful, wouldn't it... :) Does Tuesday work?* Boss: Can you shoot me the deck for tomorrow? Sam: You bet, attached! Boss: It has someone else's logo on it...? Sam: Ah, thanks for the catch! Let me sweep the slides and make sure it's buttoned up - that would have been impossibly embarrassing.* The normal answers I see are: ""Would Tuesday work?"" without acknowledgement of the missed detail. It's small, but communicates volumes when not acknowledged. and ""Fixed!"" without acknowledgement that sending a deck with typos is sloppy or without proactively communicating the extra attention to detail. When we skip that postscript, we communicate the wrong thing about ourselves, which is that we didn't know better, don't respect the person's time, or don't see the problem, none of which is something we want our leader or buyers to think. Our buyers' trust will erode quickly. Our leaders will feel the need to address basic professionalism in our 1:1 Instead, add the extra line, build humor in when you can, and triple check the work in the future. We all make 100 mistakes a day - it's what we do and how we proactively communicate afterwards that makes us different. #samsales","Founder @ #samsales l Sales + Cadences + Executive Branding on LinkedIn l Ex-LinkedIn l Keynote Speaker l 13 Sales Records l Early Stage Investor l Overly Enthusiastic l Swiss Dual Citizen l Creator, Show Me You Know Me®"
Sam McKenna,https://www.linkedin.com/in/samsalesli,15,9,Samantha McKenna,samsalesli,2026-06-12,2w,https://www.linkedin.com/posts/samsalesli_samsales-activity-7471206494529748993-WMW2,https://www.linkedin.com/feed/update/urn:li:share:7471206492629753856,107,40,0,2074,text,False,False,cold email; referrals; discovery/qualification,7471206494529748993,"Someone referred us a lead this week, an intro over email to a buyer who could use our services. Here's the exact playbook I use to level up what everyone on that email expects: 1. Urgency - while I can't always do it, I try to reply to the buyer before they reply to me. 2. Two seconds of Show Me You Know Me first - who are they, who do we know, have they worked for clients*, where do they live, what have they posted about, how can I connect with them better in my reply. *If they know other people who have hired us, I'm prioritizing that for additional creditability 3. My reply structure: Thanks to the introductions Some SMYKM notes/connections Happy to find time - send me some dates/time (no calendar link, court them) Thanks again to the referral, say I'm moving referrer to bcc* *Sometimes reps only reply to the buyer, which leaves your referrer in the dark (and annoyed). I also like to thank them twice in the email vs. just at the top + ""moving you to BCC"" which feels a little rushed/greedy, IMO. 4. BCC myself on the email - not everyone replies and sometimes we need a follow up nudge. I don't want the opp to fall through the cracks, and this isn't an email I send as part of a cadence. 4. Another thank you email to the referral source under separate cover. ""Really appreciate you thinking of us and sticking your neck out for us..."" 5. An update to the referrer as things progress. This can be once mid-way if it's a larger ENT deal that will take time, or only at the end when you win/lose, if a short sales cycle. Closing the loop speaks volumes here. 6. If we win the deal, we're sending a handwritten note to the referrer or a gift that...you guessed it...Show Me You Know Me's them. It doesn't need to cost much - a book goes a long way - but it's one extra touch of gratitude for revenue you wouldn't have had without them. All of these steps are important for not only mapping you out as a completely different kind of seller, but of proving to the referrer that they can continue to gamble their reputation on you with more referrals. #samsales","Founder @ #samsales l Sales + Cadences + Executive Branding on LinkedIn l Ex-LinkedIn l Keynote Speaker l 13 Sales Records l Early Stage Investor l Overly Enthusiastic l Swiss Dual Citizen l Creator, Show Me You Know Me®"
Sam McKenna,https://www.linkedin.com/in/samsalesli,15,10,Samantha McKenna,samsalesli,2026-06-11,2w,https://www.linkedin.com/posts/samsalesli_samsales-activity-7470894373103304704-M-OU,https://www.linkedin.com/feed/update/urn:li:share:7470533512585117697,84,26,1,2297,text,False,False,cold email; sales training; events/keynotes,7470894373103304704,"One of my favorite workshops we run is all around ghosting in the sales cycle. Here are two examples of what we recently uncovered and how you can run your own. How To: Limit the sessions to eight reps Each one brings a deal that's stalled They bring the emails they sent, the history, the call notes We dissect it all and tell you why they likely ghosted, how to course-correct for next time, and what to do now to at least get a reply. Bonus: run this for your team, but invite two peer leaders to do the dissecting. You'll be amazed what a different perspective can bring. Two recent scenarios: 1. A client sent a Show Me You Know Me email. Two weeks later, they followed up to ask for time. The response: No, I'm on PTO these next two weeks. The takeaways: - Email two should never come that late. <48 hours after email one. - I asked if they'd noticed the time stamp of the reply. It was about an hour after the second email went out. - The rep's leader was recently at an event with the buyer's leader Imagine if we'd caught this sooner. Imagine if email two had gone out 44 hours later, if the buyer had replied in the same time window. We'd potentially have gotten the meeting before PTO, started the process, and have gotten details the leaders could have discussed at the event rather than still working to book time in. 2. A buyer showed interest in a platform. Rep replies, feature-dumps, silence in return. The ""just following up"" emails ensue, and now we're stuck. The easiest way to get unstuck here is to simply own the mistake with a script like this: Mark, I fear I didn't do justice to how our platform can help, mostly because I wrote you an email telling you what we do vs. what we solve. For your specific use case, here are three challenges I can help you with... If the window hasn't closed to win your business, I know I can make great use of your time, and would so appreciate the consideration. The reply? ""Your self-awareness won me over, and I was candidly stuck because your competition wrote me almost the same first email you did. Happy to make time to talk."" Small incremental catches and changes can impact deals, but the best part is that coaching to this nitty gritty stuff will them impact every other motion that rep, and those listening, will take. #samsales","Founder @ #samsales l Sales + Cadences + Executive Branding on LinkedIn l Ex-LinkedIn l Keynote Speaker l 13 Sales Records l Early Stage Investor l Overly Enthusiastic l Swiss Dual Citizen l Creator, Show Me You Know Me®"
Sam McKenna,https://www.linkedin.com/in/samsalesli,15,11,Samantha McKenna,samsalesli,2026-06-11,2w,https://www.linkedin.com/posts/samsalesli_samsales-activity-7470804848091893760-u9_A,https://www.linkedin.com/feed/update/urn:li:share:7470804846900723712,157,43,2,581,image,True,False,general sales/content,7470804848091893760,"You don't have to be a basketball fan to be inspired by what happened last night. For anyone who loves sports, these are the moments we live for - those crazier-things-have-happened moments where an arena, or court, or stadium loses their mind. Watching the win and seeing so much joy in these ride-or-die fans gives me ALL the feels, but what I love, too, is OG Anunoby's talk track after: ""It feels cool. I mean, everyone's pretty excited. I'm excited, too"" No arrogance. No attitude. No ego. Just humility, proud to have done it, and back to focusing on the next game. #samsales","Founder @ #samsales l Sales + Cadences + Executive Branding on LinkedIn l Ex-LinkedIn l Keynote Speaker l 13 Sales Records l Early Stage Investor l Overly Enthusiastic l Swiss Dual Citizen l Creator, Show Me You Know Me®"
